Labour/sq.yard,Pressure ,cost,Load bearing capacity,Quantity,Efficiency
9,52,436,57,35,62.452999999999996
13,98,582,94,49,89.37100000000001
6,90,556,11,36,72.85000000000002
14,59,480,128,20,75.604
13,46,441,78,24,64.043
10,129,209,69,24,48.799
9,108,129,28,12,31.435000000000006
14,27,58,46,22,18.848
5,61,163,90,29,39.14
12,59,572,96,31,81.86500000000001
11,26,262,129,24,50.094
7,67,380,33,26,54.166000000000004
6,115,370,62,41,64.18900000000001
12,70,233,70,28,45.165000000000006
14,88,413,69,31,65.84
4,56,262,97,44,51.164
5,59,370,56,20,54.324000000000005
8,51,425,118,27,68.114
12,130,237,60,13,49.444
9,75,566,65,35,79.29100000000001
3,66,359,54,30,54.775000000000006
6,42,257,129,15,49.92399999999999
7,20,203,45,37,33.706
3,67,573,96,19,80.656
4,110,542,84,11,80.09100000000001
9,50,564,104,26,80.188
13,75,479,106,16,73.933
5,27,417,97,14,59.975
11,15,380,52,48,53.581999999999994
12,111,280,30,40,50.896
8,99,252,100,40,55.416000000000004
14,85,494,43,25,69.57900000000001
7,121,321,47,40,57.957
11,110,123,60,45,39.327999999999996
9,57,574,54,12,73.844
14,30,322,104,13,52.32900000000001
13,91,328,99,41,62.603
3,84,460,41,31,65.493
3,88,340,55,24,54.824000000000005
8,24,130,13,15,20.109
9,76,250,92,29,50.287000000000006
10,25,228,125,31,46.767
9,115,121,12,25,30.906
14,25,92,93,19,27.803
3,116,582,127,27,92.23100000000001
15,68,535,50,43,74.89
5,108,413,59,32,66.16900000000001
10,46,250,23,20,36.856
4,10,296,46,20,39.776
3,24,348,67,33,50.839000000000006
13,21,495,11,39,59.672000000000004
13,45,295,45,29,45.486000000000004
11,124,138,117,18,46.66400000000001
6,114,515,94,34,82.04499999999999
9,38,377,43,15,50.67
15,74,478,70,13,68.859
12,128,164,66,47,46.665000000000006
7,104,119,73,20,36.583000000000006
8,83,234,31,48,43.724000000000004
12,26,252,105,48,48.91
7,39,393,37,18,51.799000000000014
7,28,512,57,16,64.904
10,112,439,83,38,73.54300000000002
13,104,281,118,46,62.429
7,19,543,22,37,64.94000000000001
13,118,440,128,11,77.247
4,129,383,21,31,60.425999999999995
15,67,268,60,46,49.464
12,121,278,54,22,52.83200000000001
11,111,506,101,38,82.62400000000001
13,70,518,60,48,75.12
9,116,180,43,41,42.915
13,106,202,116,31,52.637
3,78,361,89,48,63.06100000000001
15,39,273,26,40,41.587
8,114,156,86,17,42.903000000000006
3,52,267,11,23,37.43600000000001
7,67,483,101,39,74.956
15,30,572,96,19,77.343
4,66,417,17,48,58.05500000000001
3,13,242,105,12,41.297999999999995
6,27,318,17,41,42.879
12,77,394,40,13,56.553000000000004
5,36,220,100,19,42.107000000000006
15,92,276,53,25,49.763000000000005
9,97,95,36,45,31.692000000000004
10,85,209,70,19,43.230000000000004
13,95,218,29,19,40.239000000000004
8,105,149,75,41,42.578
5,10,352,116,48,57.95399999999999
12,68,74,10,42,22.740000000000002
6,106,249,54,43,50.122
3,78,487,10,43,64.922
4,25,69,32,30,17.959
9,80,480,60,11,67.679
12,106,88,25,22,28.132
11,41,302,108,41,55.167
9,47,129,49,45,31.016000000000002
9,92,477,34,48,69.791
11,97,409,72,37,67.31400000000001
11,65,586,99,40,85.34600000000002
14,54,418,100,40,67.50200000000001
13,85,162,123,14,45.048
14,119,555,17,49,79.16
3,33,470,46,12,58.976
11,28,438,37,39,57.927
3,47,174,52,31,33.745
12,74,468,39,35,66.167
12,113,235,56,32,49.011
4,70,285,119,34,56.781
6,96,187,112,47,50.71600000000001
13,29,204,90,25,39.81300000000001
15,120,574,77,19,85.515
6,74,483,15,15,61.641999999999996
7,84,251,109,39,54.536
7,87,119,119,31,41.9
11,94,511,113,28,81.527
5,117,245,106,25,55.522000000000006
8,129,479,29,49,73.664
15,63,499,26,34,66.483
3,130,139,29,29,36.61000000000001
10,83,312,50,30,52.11
9,22,293,55,45,45.46
11,82,472,115,32,76.93200000000002
9,31,256,22,32,36.93
3,126,158,54,32,41.672000000000004
11,44,406,64,26,58.514
15,115,571,113,47,92.644
5,55,401,59,17,57.024
7,125,105,42,46,36.669
6,69,477,49,23,65.828
13,68,538,84,19,76.577
3,14,182,81,27,34.019000000000005
9,74,582,35,25,75.701
9,84,74,130,12,36.355999999999995
13,16,494,107,16,68.734
13,11,325,65,27,46.934000000000005
3,57,402,66,18,58.206
3,35,177,35,46,32.231
3,127,220,21,16,41.855999999999995
5,120,544,97,12,83.352
10,119,524,37,30,76.00800000000001
13,119,147,34,26,37.335
14,14,427,14,22,50.449000000000005
3,41,263,118,28,50.261
12,82,178,127,36,49.364
10,92,272,105,43,57.811
6,71,532,58,27,73.26100000000001
12,37,439,49,19,58.342000000000006
10,24,533,50,32,67.82499999999999
13,108,313,123,32,65.10900000000001
15,30,273,16,24,37.339
9,43,494,74,15,67.09700000000001
3,69,180,14,35,32.439
12,55,298,120,17,55.181
3,102,76,92,40,36.498
15,70,536,104,14,78.792
15,76,339,73,15,55.68
7,115,263,10,39,46.474
3,69,202,49,42,40.044
11,32,113,105,36,34.049
5,97,465,126,42,80.045
4,13,268,62,21,39.495000000000005
4,21,586,92,15,75.727
8,122,373,130,35,73.61000000000001
12,10,543,102,50,76.293
11,100,342,62,48,60.90400000000001
3,121,272,30,47,51.271
13,93,570,91,19,83.619
8,79,573,46,45,79.09200000000001
9,54,571,64,20,75.445
6,82,508,105,36,79.29400000000001
13,52,429,76,41,65.29
5,100,315,62,19,54.18600000000001
9,52,344,75,29,54.787
8,72,175,27,21,32.756
11,28,576,125,42,83.662
10,128,452,85,28,75.782
15,62,282,84,49,53.775000000000006
14,63,207,64,17,39.818
3,39,385,81,24,57.065000000000005
6,38,122,23,29,23.711000000000006
5,101,112,119,21,41.447
3,97,314,48,27,52.68900000000001
6,95,171,30,13,34.278
3,16,489,123,35,71.67
13,90,125,29,44,33.241
14,91,498,47,26,71.318
14,44,537,92,50,78.51100000000001
7,95,247,123,11,53.89600000000001
9,112,454,43,15,67.031
7,129,391,120,49,76.516
14,13,325,62,24,46.50900000000001
13,11,586,27,16,67.046
11,88,401,112,20,68.639
6,89,249,84,31,50.62200000000001
13,10,67,123,28,28.419000000000004
8,104,404,124,49,75.539
13,116,129,64,37,40.378
4,42,358,61,29,52.771
8,120,263,106,33,58.910000000000004
6,103,428,111,27,73.359
11,27,354,16,21,44.455000000000005
9,52,393,10,43,52.952
13,75,358,84,30,60.51800000000001
3,108,542,64,16,77.76400000000001
9,51,415,76,24,61.377
13,70,305,70,26,52.28900000000001
11,73,194,104,50,48.522000000000006
13,26,101,77,32,28.205
14,124,69,119,32,41.891
7,84,116,82,41,37.629
11,101,78,116,39,40.305
13,35,309,34,31,44.54800000000001
9,116,322,116,20,64.248
5,35,580,116,38,82.69200000000001
11,108,145,90,44,45.099000000000004
13,65,386,99,49,66.397
6,121,352,118,17,67.491
9,30,278,114,44,52.424
12,128,317,38,16,54.789
9,70,146,116,25,41.731
14,14,146,49,15,25.785000000000004
12,15,402,117,48,64.34400000000001
6,82,571,65,28,79.50500000000001
6,34,414,102,25,62.533
11,59,520,89,47,77.51700000000001
7,107,306,130,31,64.537
3,118,183,117,25,50.626000000000005
14,28,68,68,22,22.834
6,84,471,73,22,69.963
13,92,225,79,46,50.31100000000001
4,104,138,123,23,45.089000000000006
9,21,85,95,31,27.87
12,126,391,80,35,69.75200000000001
13,91,358,40,22,55.702000000000005
9,90,173,37,42,38.531000000000006
7,39,402,96,12,59.664
8,107,366,69,27,62.281
4,78,175,94,13,40.849999999999994
14,130,532,126,17,88.475
9,51,384,121,12,62.668000000000006
7,91,382,46,42,60.746
13,113,340,74,15,60.022999999999996
11,103,453,22,30,65.121
14,82,406,47,17,59.911
8,75,333,64,48,57.08500000000001
13,115,65,117,18,38.427
8,73,529,81,21,75.646
3,17,448,96,12,61.397999999999996
12,24,80,119,29,30.865000000000002
5,27,408,104,21,60.809000000000005
13,49,476,75,19,66.941
7,75,306,14,15,43.841
4,15,494,64,21,62.81300000000001
7,129,277,59,28,54.573
8,16,192,114,27,40.001000000000005
13,57,431,106,30,68.663
14,100,451,123,35,78.566
14,61,491,128,23,77.304
12,16,519,33,27,62.858000000000004
8,38,563,111,49,82.25200000000001
14,35,179,54,17,32.442
11,10,93,92,12,24.931
7,124,458,67,21,72.481
5,128,366,113,47,72.54700000000001
13,51,145,45,29,31.032000000000004
7,23,303,112,40,53.221000000000004
6,56,172,22,11,28.577
5,66,58,98,35,30.869
7,16,445,78,35,61.736
15,107,375,35,31,59.876
3,38,323,84,46,53.69500000000001
11,27,64,125,29,30.287
11,25,439,74,49,63.68000000000001
11,22,480,128,36,72.94600000000001
5,24,182,111,25,39.021
8,109,548,44,39,79.07300000000001
13,88,546,106,46,85.778
9,82,102,32,22,27.402
14,29,251,105,18,45.767
12,11,409,83,41,59.334
9,63,197,30,34,35.961
14,102,73,19,31,26.624
8,96,378,19,24,55.36000000000001
6,39,454,34,19,57.59900000000001
6,117,71,97,19,36.154
8,72,569,104,25,83.03599999999999
9,43,471,13,22,57.67700000000001
3,114,576,56,46,84.424
13,58,140,22,34,28.944
11,100,98,18,14,26.494000000000003
7,125,564,42,38,82.07600000000001
15,70,149,99,32,41.197
4,46,105,76,40,30.941000000000003
9,67,391,43,26,56.757
7,33,239,114,41,48.296
15,70,135,97,15,37.5
12,72,539,95,45,81.57600000000001
14,106,448,55,45,71.30900000000001
12,41,464,121,23,71.167
6,17,434,117,13,63.103
14,85,373,48,18,57.17500000000001
7,116,573,37,34,80.815
10,47,207,62,26,38.413000000000004
4,78,208,114,17,47.259
12,59,65,11,48,21.631
6,50,269,120,21,51.608000000000004
6,89,106,39,36,30.924
14,96,522,105,19,81.029
10,126,187,111,35,52.998000000000005
14,45,470,111,30,71.94999999999999
14,126,83,50,26,33.853
12,51,251,83,34,47.183
5,118,109,83,41,40.815999999999995
9,19,201,53,23,32.942
13,78,551,93,24,80.815
10,47,236,116,20,47.648
10,29,307,70,13,45.918
7,56,138,130,26,41.058
15,92,62,17,12,21.922
5,41,182,12,28,28.48
6,113,579,82,47,88.38000000000001
14,57,270,97,50,53.702
4,59,306,66,12,48.117999999999995
7,45,152,120,36,41.086000000000006
7,34,185,81,15,35.574
10,110,335,107,41,66.284
14,70,411,100,49,69.72200000000001
8,121,586,122,35,93.96700000000001
3,65,499,94,35,74.59400000000001
11,123,468,108,28,79.898
12,52,550,115,22,80.23
4,49,84,59,25,25.173000000000002
7,36,482,105,49,72.96900000000001
5,55,220,28,33,36.617000000000004
6,86,473,71,19,69.78
13,108,465,92,16,74.527
5,59,326,44,47,51.533
13,95,479,56,12,69.277
5,54,520,125,26,78.578
7,71,233,76,32,46.087
7,83,130,91,16,37.122
3,64,77,124,49,37.422
11,15,490,49,46,64.064
6,44,186,117,17,41.663
4,105,357,58,15,57.922
12,63,573,55,49,79.24200000000002
13,116,359,109,38,69.57700000000001
8,95,439,57,36,67.77300000000001
5,12,454,100,44,65.932
8,33,341,87,48,56.01100000000001
5,106,401,116,36,72.61100000000002
7,90,176,109,12,44.444
14,39,285,17,19,39.040000000000006
3,52,267,61,40,45.959
12,15,239,125,36,47.493
11,68,198,20,17,33.499
10,88,533,78,26,78.175
8,95,502,96,23,77.659
6,29,300,113,28,52.226000000000006
13,126,440,121,38,80.47800000000001
9,31,464,128,43,73.027
13,116,333,107,19,64.42999999999999
11,80,496,112,38,79.44800000000001
9,37,301,29,32,43.081
8,111,551,96,24,84.583
6,40,457,30,22,57.855000000000004
15,88,167,98,11,42.474
4,99,328,60,39,57.413000000000004
13,38,153,61,36,33.245000000000005
9,29,431,35,31,55.944
6,98,297,56,31,52.874
7,69,222,15,27,36.219
6,65,544,104,38,81.066
3,119,55,113,33,38.246
7,103,423,39,15,62.156000000000006
11,47,573,75,35,78.23
4,33,195,87,33,39.120000000000005
3,120,65,123,11,38.053999999999995
14,35,508,73,47,71.711
6,83,245,72,13,45.81999999999999
9,128,439,20,26,65.691
11,130,369,59,41,65.888
14,55,492,120,21,75.431
6,33,334,114,23,55.659000000000006
8,112,454,26,41,67.82500000000002
8,122,491,117,45,85.028
15,124,126,85,32,43.318000000000005
4,110,187,127,20,50.897
12,78,100,80,43,35.745
11,101,246,13,43,44.358999999999995
3,110,504,116,16,80.918
6,66,167,26,16,30.347
10,82,317,10,18,45.871
9,45,255,130,25,51.660000000000004
12,42,493,37,18,62.69700000000001
14,65,591,104,37,86.414
10,25,268,84,34,45.834
11,57,597,34,13,73.866
6,48,533,82,49,76.432
11,77,223,79,48,48.42700000000001
14,90,228,28,46,43.842
15,65,293,71,14,49.379000000000005
15,129,573,116,16,91.171
3,74,398,18,20,53.772
11,61,494,59,13,67.177
10,73,128,79,27,35.779
3,102,475,43,41,70.546
6,107,470,102,12,75.11000000000001
15,55,219,53,18,38.88100000000001
6,86,567,127,27,87.506
12,34,496,28,14,60.426
8,126,304,64,39,59.001000000000005
3,59,100,26,27,23.807000000000002
10,87,214,84,25,46.501000000000005
15,19,310,97,22,50.092000000000006
5,92,366,42,20,55.928000000000004
13,73,267,124,28,56.05700000000001
4,79,496,29,41,68.269
4,19,200,121,39,43.135
5,72,78,98,28,32.752
7,110,307,105,33,61.974000000000004
9,88,123,13,47,30.724000000000004
15,27,391,55,39,55.763999999999996
12,65,390,35,20,54.940000000000005
8,22,240,23,47,36.095
10,31,278,128,12,50.642
11,104,314,97,13,58.925
15,81,400,10,18,54.58800000000001
4,128,155,124,19,49.24400000000001
15,84,589,40,26,78.877
9,100,87,68,23,32.774
6,127,486,33,13,70.19500000000001
9,57,135,17,19,25.528000000000002
8,77,162,20,38,33.136
4,104,490,91,40,78.504
12,37,454,74,48,66.558
6,23,82,89,22,25.678
5,61,159,43,23,31.912
3,71,56,72,38,28.043999999999997
6,88,445,22,20,60.933
10,106,60,87,48,36.278000000000006
11,78,186,20,24,34.28
6,64,338,17,48,50.024
10,12,332,38,37,45.167
14,69,466,74,19,68.211
4,35,400,68,46,59.134000000000015
11,41,458,28,26,58.73800000000001
11,11,281,79,23,43.654
10,91,81,108,44,38.913
4,89,414,33,47,62.381
3,106,426,128,41,77.111
7,27,572,96,25,76.989
3,14,244,29,21,32.807
10,86,538,71,38,78.96600000000001
4,100,524,56,46,77.63800000000002
13,49,419,28,28,56.145
15,32,383,90,17,57.468
14,31,338,95,26,54.43800000000001
9,98,421,102,20,70.339
11,74,329,47,50,54.863
13,112,469,125,40,82.54100000000001
6,101,234,81,38,50.942
14,36,139,48,32,29.523000000000003
3,10,418,48,37,54.291000000000004
11,90,339,115,12,62.047000000000004
4,94,120,66,29,35.415
3,15,334,102,16,50.908
6,38,594,83,21,78.23100000000001
6,81,301,69,43,54.424
5,85,56,21,30,22.266000000000002
5,130,133,52,33,39.65
8,95,66,130,25,38.281000000000006
12,63,58,24,41,22.245000000000005
11,47,382,16,16,49.007999999999996
7,45,125,105,30,35.695
9,77,427,30,16,58.673
3,123,349,112,30,67.917
13,47,382,108,41,64.123
4,62,451,117,31,72.00200000000001
6,93,351,54,39,58.44
12,66,95,107,44,37.477
5,120,142,130,46,51.086
9,123,575,34,46,83.04700000000001
13,15,455,36,44,58.781000000000006
8,12,238,109,31,44.009
3,64,556,82,46,79.98400000000001
10,115,67,126,46,42.861000000000004
11,54,501,28,24,64.351
12,42,69,108,15,28.746
13,47,571,94,13,78.06
4,93,74,37,11,24.741000000000003
8,31,333,109,44,57.355000000000004
5,120,443,11,38,65.065
5,15,279,115,18,47.461000000000006
8,66,384,16,23,51.97700000000001
12,104,463,127,33,80.344
5,26,160,107,25,36.511
3,15,457,72,28,60.859
6,36,450,49,41,61.415
8,63,390,128,33,67.98499999999999
5,95,225,75,33,47.872
10,84,282,87,26,53.53000000000001
8,88,338,12,48,52.33800000000001
8,70,205,13,15,33.02
5,10,387,32,33,48.784
5,79,270,84,42,52.802
8,30,111,36,24,22.947000000000003
12,90,199,113,47,51.902
4,105,200,112,28,50.632000000000005
10,98,153,12,36,33.565000000000005
5,87,346,26,27,52.08100000000001
10,86,419,97,24,68.661
10,99,304,23,35,50.243
6,23,304,31,21,40.441
3,51,485,117,20,72.761
6,20,523,99,39,73.194
15,12,209,76,33,37.658
8,82,577,74,38,82.65100000000001
15,48,168,105,19,39.797000000000004
14,116,389,51,18,62.77700000000001
6,56,274,58,47,47.843
14,63,207,97,39,46.726
4,34,590,80,42,79.29200000000002
5,22,544,61,37,70.27900000000001
14,14,492,51,28,62.538000000000004
6,97,106,76,18,34.52000000000001
15,128,503,51,45,78.986
9,20,515,68,14,65.651
7,87,354,43,27,55.279
14,56,245,69,49,47.30200000000001
5,11,105,78,38,26.993000000000002
5,27,582,126,14,80.41
6,122,188,87,34,49.036
9,42,312,70,49,52.125
3,112,402,116,42,73.94200000000001
13,127,81,96,34,40.609
7,71,432,58,12,61.466
14,84,501,130,31,82.19400000000002
12,103,598,10,15,76.511
11,42,190,100,31,41.741
8,76,432,94,25,68.363
12,18,516,33,37,63.977000000000004
12,23,332,30,27,44.393
9,117,208,39,39,45.101
12,42,314,70,28,50.098000000000006
11,10,354,28,42,46.542
6,68,248,106,30,50.826
5,115,317,63,22,56.615
12,97,493,23,19,67.376
10,112,318,101,43,64.257
12,25,276,78,40,46.756
13,37,492,99,48,73.736
13,120,309,34,15,52.504000000000005
3,105,105,17,26,28.359
9,98,341,62,22,57.297000000000004
9,37,379,120,43,64.098
9,118,580,76,24,85.814
10,93,437,49,43,67.312
13,37,115,101,18,32.349000000000004
12,22,193,12,18,26.827
11,104,257,37,17,45.84400000000001
13,60,66,108,41,33.714999999999996
15,55,177,81,13,37.684
9,11,192,105,39,39.769
9,122,314,19,25,52.121
10,97,577,130,16,89.233
12,67,174,38,41,36.245000000000005
3,113,255,90,17,52.85600000000001
5,81,190,29,50,38.756
4,55,225,36,24,37.001000000000005
3,124,485,44,39,74.00000000000001
12,37,238,94,11,42.939
11,72,471,127,13,74.97
3,31,537,73,25,70.568
12,18,521,108,30,73.399
10,113,497,15,40,70.915
8,110,514,128,19,84.295
12,48,482,84,29,69.701
4,52,586,35,31,73.81700000000001
15,106,534,96,35,84.22500000000002
5,115,494,45,38,74.05600000000001
8,10,550,116,43,77.62700000000001
10,127,410,94,13,70.809
4,53,309,86,26,51.99100000000001
14,71,276,31,20,43.782000000000004
9,89,70,87,49,35.345
8,12,400,46,50,54.44200000000001
14,115,187,76,21,45.86600000000001
3,18,374,94,20,54.732
4,99,449,39,32,66.071
5,81,209,13,25,35.620000000000005
15,22,109,40,15,21.896
4,91,423,101,45,72.12400000000001
6,86,120,32,35,30.961000000000002
10,47,278,100,19,49.69100000000001
4,88,365,76,43,62.43
10,46,353,82,18,54.69100000000001
6,127,265,93,29,57.57800000000001
6,62,176,48,12,33.175999999999995
7,128,527,114,21,86.024
12,108,526,15,28,72.016
9,55,520,26,41,67.96900000000001
4,99,512,49,38,74.44800000000001
5,128,580,76,31,87.447
15,94,381,35,16,57.18899999999999
10,44,157,66,24,33.297000000000004
11,48,400,49,18,55.470000000000006
4,110,201,84,48,50.053
12,56,556,113,34,82.46800000000002
3,28,344,27,40,46.532
13,71,207,88,43,46.87
12,63,212,116,12,46.308
12,105,151,36,17,35.214
10,35,91,113,16,30.745
12,103,553,116,44,89.197
3,121,393,87,40,70.06900000000002
4,47,161,27,49,31.414000000000005
3,19,471,35,39,59.236
14,54,343,50,23,51.404
5,79,572,63,44,80.81200000000001
13,130,191,49,14,43.57699999999999
11,17,60,35,34,17.618
6,120,227,11,22,41.435
6,92,128,124,46,45.73400000000001
13,128,394,55,27,66.175
5,82,181,18,28,33.915
6,117,254,77,12,51.204
12,113,408,64,16,65.62
8,58,581,25,11,70.688
12,110,558,128,20,89.218
6,125,184,89,46,50.66799999999999
15,72,333,28,14,48.641
3,25,381,102,42,59.909
14,60,192,127,27,47.335
8,103,487,74,24,74.331
13,98,555,30,13,74.04
8,26,250,80,48,45.098
12,107,346,15,50,56.33800000000001
11,17,364,76,38,54.12800000000001
14,92,502,36,49,73.14500000000001
13,68,406,128,23,69.441
14,123,495,92,28,80.815
11,102,507,32,47,73.782
9,97,438,17,21,61.009
6,16,453,80,48,64.261
15,31,459,67,30,63.585
13,119,599,53,14,84.029
14,15,241,79,20,39.99100000000001
5,124,413,129,42,78.315
9,99,78,14,40,26.752000000000002
10,89,461,19,19,62.516
14,36,171,71,11,33.246
9,51,322,26,28,45.96000000000001
9,22,159,56,42,31.698999999999998
4,67,168,79,45,40.725
7,54,563,22,18,68.759
6,29,463,93,36,67.04100000000001
13,43,516,45,24,66.98
7,20,372,98,26,56.35600000000001
3,83,267,11,20,40.675000000000004
7,121,61,11,36,26.541
15,93,166,31,38,37.456
14,97,223,83,21,48.324
15,40,270,29,17,39.05300000000001
6,38,165,34,11,27.342000000000002
10,45,516,70,43,72.453
12,23,65,61,11,19.552000000000003
3,70,451,68,45,68.13600000000001
4,107,229,72,17,47.284000000000006
3,14,507,31,24,59.987
4,115,137,17,39,34.388
6,37,572,92,18,76.706
13,48,107,69,41,31.394
14,121,187,45,19,42.294000000000004
10,12,510,14,12,57.050000000000004
9,51,410,74,25,60.731
6,84,377,63,17,58.574
8,127,302,114,16,62.67800000000001
3,43,154,57,19,30.483
14,58,108,28,24,25.392000000000003
14,16,527,124,43,77.58000000000001
14,124,304,18,14,50.354
7,27,250,89,35,44.747
10,56,355,46,37,53.63400000000001
6,83,123,71,42,36.819
6,66,538,123,23,81.261
12,93,490,113,37,80.45100000000001
9,119,360,94,15,64.979
12,39,491,65,33,67.572
13,115,408,48,39,66.599
13,22,231,56,38,38.855000000000004
9,90,212,107,13,48.119
4,23,468,130,50,73.146
11,83,254,65,27,47.935
3,66,198,115,46,48.348
6,66,586,111,39,86.45300000000002
13,19,514,28,32,62.736000000000004
15,50,398,121,17,65.101
12,83,457,45,15,64.5
10,54,571,59,34,76.55100000000002
4,99,104,62,19,32.669000000000004
15,87,338,99,27,61.663000000000004
11,89,556,59,25,78.115
7,128,178,124,34,53.62200000000001
9,89,473,25,11,63.466
9,50,129,127,38,40.671
4,68,282,78,37,51.273
6,69,216,72,34,43.766
10,126,73,25,12,27.567000000000004
11,107,582,73,49,87.505
15,111,326,69,28,59.454
3,107,277,15,32,46.417
7,55,513,115,44,79.009
11,61,313,35,20,46.609
7,23,275,50,20,39.953
4,82,560,87,49,83.57300000000001
3,61,421,46,26,58.94100000000001
12,16,152,93,42,35.376
10,85,330,24,37,51.613
12,13,543,19,34,63.947
11,62,458,76,37,68.72300000000001
12,24,494,66,30,65.908
14,126,231,108,15,55.032000000000004
4,130,327,45,18,56.459
14,53,148,114,18,39.318000000000005
4,56,451,53,31,62.986000000000004
11,15,244,52,22,36.752
3,63,234,128,33,51.779
15,27,229,32,28,35.103
6,89,450,55,18,65.60600000000001
6,50,454,73,47,67.27700000000002
7,20,166,80,32,33.924
9,78,458,24,16,61.14
4,38,213,74,37,40.304
3,39,92,37,28,22.228
8,100,407,18,23,58.504
13,31,289,44,29,43.126000000000005
8,28,217,57,12,34.723
3,15,395,126,14,59.95099999999999
7,82,144,117,30,43.466
4,115,444,124,15,76.449
13,20,561,38,37,69.49400000000001
5,52,403,98,49,65.756
14,92,346,21,22,52.226000000000006
8,109,398,111,44,73.228
6,93,242,51,47,47.992999999999995
7,95,269,31,40,47.609
10,66,193,22,16,32.813
6,89,275,20,41,46.118
8,21,463,71,15,60.934
15,115,196,79,45,50.111
14,89,231,32,26,42.169000000000004
15,127,188,92,17,49.053
10,43,427,105,11,63.974
3,113,161,125,36,50.173
9,95,325,10,50,51.905
7,29,281,13,46,39.539
15,115,134,83,12,40.442
13,98,529,115,20,83.297
14,102,345,28,20,53.957
12,85,263,103,13,52.44
3,52,135,83,32,34.535000000000004
14,25,303,26,25,41.11800000000001
14,123,284,81,42,59.74
11,35,180,82,21,36.389
5,87,421,75,36,67.09700000000001
5,65,310,76,27,52.39300000000001
3,83,580,28,26,75.212
14,55,116,89,19,33.187000000000005
12,42,198,88,23,40.127
5,78,342,84,40,59.72
4,66,495,28,13,63.198
13,28,76,26,45,20.829
6,44,341,16,26,45.259
9,59,346,41,22,50.54800000000001
4,105,225,46,47,46.83800000000001
12,26,338,19,38,45.226000000000006
15,92,475,42,12,66.88499999999999
11,52,292,124,49,58.465
8,105,305,103,24,59.95100000000001
3,49,66,16,35,18.865000000000002
10,53,560,67,27,75.531
4,85,573,37,27,76.116
13,20,446,92,43,65.613
6,39,531,48,30,68.505
7,108,219,73,38,49.289
7,83,297,43,15,47.629999999999995
6,52,571,50,15,72.528
10,97,536,94,41,83.38700000000001
6,67,197,21,43,36.056000000000004
13,93,203,53,19,41.612
3,105,101,57,28,33.393
12,87,71,60,15,27.928
9,98,239,123,29,55.75800000000001
13,68,548,115,20,81.736
4,115,99,22,21,29.057999999999996
9,36,404,89,40,62.12
4,37,358,37,39,50.261
7,79,333,104,27,60.160000000000004
6,78,462,11,21,60.17900000000001
4,14,361,83,32,53.043000000000006
11,39,150,23,14,25.320000000000004
9,101,574,52,21,79.759
9,93,442,98,15,70.765
9,48,330,94,17,53.95100000000001
8,117,194,97,17,48.519000000000005
6,53,536,118,29,79.615
12,30,56,36,26,17.990000000000002
12,74,486,120,11,75.659
6,103,214,30,13,39.549
12,25,152,64,18,29.794
3,111,265,122,30,59.341
12,49,190,128,36,46.878
10,67,189,91,22,42.209
8,33,239,118,27,47.24
11,25,178,26,25,28.223
3,77,385,114,35,67.072
15,19,548,122,45,80.11700000000002
5,120,313,48,40,56.983000000000004
9,50,188,30,29,32.949
11,12,332,111,17,52.367000000000004
6,54,459,101,25,69.268
10,24,384,14,25,47.263000000000005
3,118,525,30,49,76.71400000000001
3,57,270,32,11,39.620999999999995
11,98,431,58,24,66.28500000000001
4,122,255,74,20,52.267
9,71,530,14,23,67.133
10,113,520,77,38,81.06000000000002
14,40,597,104,36,84.001
14,35,93,58,19,24.514
8,36,60,38,24,18.752000000000002
10,54,579,78,44,81.019
12,114,484,70,17,74.31099999999999
10,32,561,56,27,71.76599999999999
4,33,532,114,49,78.57100000000001
10,87,284,88,20,53.496
8,34,581,19,30,69.385
10,129,163,56,12,41.035
15,57,509,75,14,70.787
4,106,59,40,18,25.957
3,72,535,108,32,80.505
13,98,560,108,34,87.184
9,120,550,11,44,76.94600000000001
3,69,149,99,45,41.547999999999995
5,68,181,25,18,32.011
4,67,83,94,38,33.257
4,93,223,118,14,50.67699999999999
8,117,369,37,47,61.96400000000001
10,112,244,59,14,47.872
12,77,394,104,31,67.01500000000001
9,48,305,42,35,46.80800000000001
8,10,416,26,34,51.32200000000001
11,57,425,114,21,67.846
10,36,70,12,14,15.372000000000002
6,84,227,68,16,43.955
14,99,424,98,37,72.71100000000001
12,130,395,79,42,71.32300000000001
4,68,361,19,36,51.463
13,90,251,124,36,57.365
10,86,305,98,28,57.75300000000001
8,116,491,29,20,69.917
10,106,191,108,22,49.145
13,82,401,24,24,57.159000000000006
14,46,164,99,40,40.79
8,104,329,100,16,60.917
4,15,116,76,12,25.124000000000002
7,94,597,112,26,89.485
15,100,222,65,16,45.726
5,80,196,16,36,35.89
5,103,269,74,43,54.303999999999995
15,88,394,121,15,68.867
9,31,208,40,41,35.493
9,35,369,10,12,44.867
8,75,415,73,11,62.134
14,124,425,48,25,67.78399999999999
3,97,449,88,38,72.83300000000001
7,49,228,62,13,38.949
9,60,399,88,50,65.459
14,67,483,121,17,75.568
8,19,305,85,45,50.13400000000001
5,23,433,71,20,58.461000000000006
15,29,354,35,20,47.398
12,101,200,27,28,39.838
13,15,379,13,34,46.925000000000004
12,25,574,65,28,73.736
8,117,199,111,21,51.32000000000001
9,46,570,130,16,82.52
10,97,495,29,12,67.345
12,124,177,49,38,44.233
